Name,Gender,GP,MIN,PTS,DR,OR,REB,AST,STL,BLK,BLKON,FOUL,FOULON,TO,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%
Ajuong Maker Makur,Male,48,882,276,180,100,280,12,28,16,14,98,66,80,118,306,38.6,116,290,40.0,2,16,12.5,38,68,55.9
Akau Deng,Male,52,1174,370,234,126,360,34,22,48,23,127,131,105,146,365,40.0,142,331,42.9,4,34,11.8,74,145,51.0
Aker Ali,Male,4,8,0,3,1,4,0,0,0,0,0,1,2,0,2,0.0,0,1,0.0,0,1,0.0,0,2,0.0
Akok Kuany,Male,45,717,219,107,44,151,19,13,6,8,118,68,66,86,188,45.7,82,173,47.4,4,15,26.7,39,76,51.3
Akoon Akoon,Male,6,43,8,2,1,3,0,0,1,0,4,3,2,4,5,80.0,4,5,80.0,0,0,0.0,0,1,0.0
Al Richardson,Male,2,8,2,0,0,0,0,0,0,0,3,0,1,0,0,0.0,0,0,0.0,0,0,0.0,2,2,100.0
Alaana Northey,Female,96,1969,640,294,175,469,97,69,22,23,166,145,152,240,723,33.2,185,500,37.0,55,223,24.7,93,167,55.7
Alahna Arnason,Female,21,428,218,151,99,250,20,16,14,12,46,50,50,92,204,45.1,92,202,45.5,0,2,0.0,34,59,57.6
Alaina Peacock,Female,31,139,37,15,4,19,6,5,1,2,14,1,14,16,53,30.2,11,26,42.3,5,27,18.5,0,0,0.0
Alan Chan,Male,56,683,169,71,27,98,58,34,1,5,59,48,39,58,196,29.6,29,89,32.6,29,107,27.1,24,44,54.5
Alan Ure,Male,10,21,10,2,0,2,2,0,0,1,2,1,1,3,9,33.3,1,4,25.0,2,5,40.0,2,2,100.0
Alana Anthony,Female,40,1060,425,182,111,293,78,102,7,35,114,191,96,131,393,33.3,119,326,36.5,12,67,17.9,151,241,62.7
Alana Bell,Female,104,1754,392,184,67,251,91,38,13,10,142,73,219,123,487,25.3,70,266,26.3,53,221,24.0,101,173,58.4
Alana Bird,Female,1,17,6,1,0,1,0,0,0,0,0,1,3,2,5,40.0,0,1,0.0,2,4,50.0,0,0,0.0
Alana Boehm,Female,16,112,17,14,6,20,2,1,4,1,16,8,10,5,25,20.0,5,25,20.0,0,0,0.0,7,12,58.3
Alana Couvreur,Female,3,22,0,1,2,3,0,0,1,1,0,0,3,0,4,0.0,0,4,0.0,0,0,0.0,0,0,0.0
Alana Ellis,Female,99,1284,273,146,79,225,54,46,7,11,117,87,163,96,336,28.6,85,285,29.8,11,51,21.6,64,105,61.0
Alana Gadsby,Female,25,775,318,150,95,245,40,69,22,13,70,95,85,111,370,30.0,73,230,31.7,38,140,27.1,58,86,67.4
Alana Hadzic,Female,19,189,20,16,2,18,3,6,2,3,20,7,21,9,43,20.9,9,39,23.1,0,4,0.0,2,4,50.0
Alana Procak,Female,2,35,4,3,1,4,0,0,4,0,5,2,4,1,8,12.5,1,7,14.3,0,1,0.0,2,2,100.0
Alana Sarec,Female,33,262,54,43,35,78,12,12,10,4,26,16,17,23,63,36.5,23,63,36.5,0,0,0.0,8,18,44.4
Alana Strom,Female,63,1183,483,305,222,527,41,63,75,40,117,157,76,184,400,46.0,184,398,46.2,0,2,0.0,115,216,53.2
Alana Sutton,Female,68,1863,593,289,218,507,121,183,57,38,245,314,168,211,571,37.0,199,512,38.9,12,59,20.3,159,363,43.8
Alana Wallis,Female,99,2405,967,147,101,248,137,77,26,12,135,70,190,332,973,34.1,176,498,35.3,156,475,32.8,161,212,75.9
Alanna Jarry,Female,22,379,91,82,24,106,26,30,10,5,47,45,41,29,108,26.9,20,84,23.8,9,24,37.5,24,47,51.1
Alannah Anderson,Female,62,384,37,29,13,42,22,17,1,5,38,20,29,13,95,13.7,11,68,16.2,2,27,7.4,9,22,40.9
Alannah Kavanagh,Female,18,286,39,38,19,57,13,7,2,0,27,0,33,15,48,31.2,14,38,36.8,1,10,10.0,8,16,50.0
Alannah Morello,Female,23,213,64,16,8,24,12,6,0,2,10,23,11,22,57,38.6,20,47,42.6,2,10,20.0,18,21,85.7
Alannah Northam,Female,9,34,8,5,4,9,3,1,0,0,7,3,4,3,10,30.0,3,10,30.0,0,0,0.0,2,4,50.0
Alastair Flack,Male,40,882,334,93,34,127,76,51,4,0,108,0,129,122,292,41.8,70,164,42.7,52,128,40.6,42,61,68.9
Alberto Garcia,Male,15,131,27,12,4,16,5,8,0,0,14,4,21,6,21,28.6,2,8,25.0,4,13,30.8,7,14,50.0
Alby Vergara,Male,56,847,259,58,47,105,76,44,6,2,67,28,80,82,235,34.9,69,186,37.1,13,49,26.5,82,131,62.6
Alec Fitzgerald,Male,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,3,0.0,0,0,0.0,0,0,0.0
Alec Leeson,Male,41,243,95,29,8,37,17,17,2,7,34,22,39,32,111,28.8,11,47,23.4,21,64,32.8,10,20,50.0
Alec Mulqueeney,Male,64,538,159,85,47,132,26,18,23,4,81,61,21,52,126,41.3,51,120,42.5,1,6,16.7,42,85,49.4
Aleksandar Bandilovski,Male,1,9,0,1,1,2,0,0,0,0,2,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Aleksandar Milivojevic,Male,99,1366,465,164,98,262,102,32,5,23,85,97,95,189,426,44.4,175,359,48.7,14,67,20.9,63,120,52.5
Aleksandar Stevanovic,Male,8,81,7,7,9,16,1,3,1,2,7,1,3,3,19,15.8,3,18,16.7,0,1,0.0,1,2,50.0
Aleksandar Tomic,Male,4,21,4,2,2,4,1,1,0,0,1,1,1,2,9,22.2,2,5,40.0,0,4,0.0,0,0,0.0
Aleksandra Vasic,Female,19,338,51,66,28,94,8,8,14,9,33,22,40,22,76,28.9,22,76,28.9,0,0,0.0,7,15,46.7
Aleksandra Vucetic,Female,13,204,50,45,36,81,12,17,5,4,25,20,33,19,62,30.6,19,55,34.5,0,7,0.0,12,22,54.5
Alenander Weetra,Male,7,102,25,14,4,18,8,3,1,1,11,8,21,10,29,34.5,7,17,41.2,3,12,25.0,2,8,25.0
Alesha Wilson,Female,19,253,57,59,19,78,9,8,10,4,24,19,20,21,82,25.6,17,71,23.9,4,11,36.4,7,16,43.8
Alex Aparo,Male,22,74,34,8,10,18,0,2,0,2,6,8,4,14,22,63.6,12,16,75.0,2,6,33.3,4,8,50.0
Alex August-Leifi,Female,77,1522,397,178,116,294,61,59,40,9,53,66,94,153,417,36.7,109,276,39.5,44,141,31.2,47,68,69.1
Alex Bazzucchini,Male,125,2070,684,413,151,564,138,65,6,23,251,198,162,270,759,35.6,228,574,39.7,42,185,22.7,88,205,42.9
Alex Bogart-King,Male,236,5981,3111,1064,639,1703,365,323,133,132,771,534,716,1329,2558,52.0,1318,2478,53.2,11,80,13.8,386,692,55.8
Alex Bourjaili,Male,39,310,43,25,8,33,37,10,0,0,37,0,57,19,61,31.1,19,54,35.2,0,7,0.0,5,10,50.0
Alex Brown,Male,36,504,86,42,17,59,25,20,7,5,76,38,56,33,122,27.0,24,75,32.0,9,47,19.1,11,21,52.4
Alex Darby,Female,100,1939,852,264,133,397,174,133,15,42,149,234,176,305,837,36.4,252,626,40.3,53,211,25.1,189,287,65.9
Alex Dimitroff,Male,23,576,145,49,34,83,51,25,6,0,96,0,53,50,167,29.9,46,147,31.3,4,20,20.0,41,87,47.1
Alex Doddridge,Female,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Alex Dujanovski,Male,1,5,0,1,0,1,1,0,0,0,2,0,1,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0
Alex Formosa,Male,27,213,54,25,10,35,15,15,4,3,37,19,25,17,67,25.4,11,34,32.4,6,33,18.2,14,28,50.0
Alex Franklin,Male,45,404,88,36,18,54,25,15,3,4,32,29,50,30,104,28.8,24,71,33.8,6,33,18.2,22,39,56.4
Alex Gallatly,Female,8,55,13,5,1,6,4,3,0,0,2,3,5,6,15,40.0,6,14,42.9,0,1,0.0,1,4,25.0
Alex Godina,Male,175,3134,993,505,142,647,186,75,36,43,441,291,261,345,911,37.9,233,572,40.7,112,339,33.0,185,325,56.9
Alex Hollingsworth,Male,19,247,60,23,11,34,14,13,0,3,28,20,30,24,82,29.3,20,60,33.3,4,22,18.2,8,12,66.7
Alex Hossack,Male,7,20,4,6,2,8,2,0,1,0,6,0,6,0,4,0.0,0,4,0.0,0,0,0.0,4,6,66.7
Alex Jackson,Male,30,224,33,19,17,36,8,6,0,2,24,28,39,11,64,17.2,9,43,20.9,2,21,9.5,9,28,32.1
Alex Lemons,Male,29,738,300,143,91,234,38,50,47,4,66,58,34,127,235,54.0,121,213,56.8,6,22,27.3,40,62,64.5
Alex Lockhart,Male,17,160,48,15,10,25,11,7,1,0,26,0,20,16,31,51.6,16,29,55.2,0,2,0.0,16,30,53.3
Alex Lough,Female,328,9331,4182,1902,946,2848,551,337,202,103,980,467,777,1720,4198,41.0,1683,4014,41.9,37,184,20.1,727,1210,60.1
Alex Marconi,Male,6,59,12,18,7,25,2,5,2,1,9,8,13,4,23,17.4,3,16,18.8,1,7,14.3,3,8,37.5
Alex Mihreteab,Male,2,38,26,4,0,4,6,0,0,2,4,10,8,12,28,42.9,10,22,45.5,2,6,33.3,0,6,0.0
Alex Miriklis,Female,26,145,23,9,15,24,5,3,1,0,9,0,7,9,23,39.1,9,19,47.4,0,4,0.0,5,10,50.0
Alex Newstead,Male,209,3856,1229,416,112,528,123,88,20,23,298,153,170,494,1311,37.7,378,958,39.5,116,353,32.9,125,190,65.8
Alex Norton,Male,9,50,14,6,5,11,2,0,0,1,2,2,4,6,20,30.0,5,15,33.3,1,5,20.0,1,4,25.0
Alex Pineau,Female,2,48,10,7,6,13,0,0,0,1,5,5,8,4,22,18.2,4,19,21.1,0,3,0.0,2,7,28.6
Alex Rizzato,Male,12,72,17,17,10,27,0,2,1,2,10,4,4,7,15,46.7,7,15,46.7,0,0,0.0,3,3,100.0
Alex Sawyer,Female,18,267,47,11,21,32,16,15,0,0,19,0,25,14,75,18.7,12,65,18.5,2,10,20.0,21,48,43.8
Alex Smith,Male,27,741,324,170,79,249,39,20,43,7,55,69,40,141,251,56.2,140,249,56.2,1,2,50.0,41,65,63.1
Alex Stamatapoulos,Male,10,20,6,0,2,2,1,0,0,1,2,2,3,2,4,50.0,2,4,50.0,0,0,0.0,2,2,100.0
Alex Strawhorn,Female,77,1915,566,216,124,340,122,70,10,53,147,179,202,206,506,40.7,197,457,43.1,9,49,18.4,131,189,69.3
Alex Sukart,Male,5,150,45,17,12,29,12,3,0,5,15,14,19,16,59,27.1,11,33,33.3,5,26,19.2,8,12,66.7
Alex Thatcher,Male,58,530,139,66,37,103,20,23,3,15,101,43,41,49,139,35.3,42,113,37.2,7,26,26.9,32,58,55.2
Alex Tomic,Male,13,103,26,18,7,25,5,5,0,0,11,10,9,9,30,30.0,6,25,24.0,3,5,60.0,5,8,62.5
Alex Trezise,Female,38,302,46,36,13,49,25,8,5,2,31,15,26,16,58,27.6,14,49,28.6,2,9,22.2,10,16,62.5
Alex Tubbs,Female,24,160,30,26,17,43,4,6,3,0,24,0,19,15,33,45.5,15,33,45.5,0,0,0.0,0,6,0.0
Alex Vanrenen,Male,55,1538,717,104,103,207,64,53,8,21,177,57,143,296,717,41.3,273,625,43.7,23,92,25.0,102,150,68.0
Alex Vichidvongsa,Male,16,194,68,27,9,36,11,6,1,2,23,15,24,25,90,27.8,12,42,28.6,13,48,27.1,5,13,38.5
Alex Vladusic,Male,11,168,39,35,27,62,0,3,1,5,23,9,13,17,57,29.8,17,57,29.8,0,0,0.0,5,13,38.5
Alex Vucetic,Female,1,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Alex Wykes,Male,19,486,100,69,35,104,13,9,26,10,46,26,45,41,143,28.7,38,114,33.3,3,29,10.3,15,32,46.9
Alex Yeoman,Female,38,372,129,22,19,41,23,6,4,7,43,10,28,51,132,38.6,39,98,39.8,12,34,35.3,15,22,68.2
Alexander Andrews,Male,49,1293,415,156,70,226,121,84,10,12,147,97,92,144,332,43.4,110,216,50.9,34,116,29.3,71,100,71.0
Alexander Banko,Male,4,18,4,2,0,2,0,0,0,0,1,3,1,2,3,66.7,2,3,66.7,0,0,0.0,0,0,0.0
Alexander Bolzonello,Male,10,103,24,12,10,22,8,4,0,1,17,12,3,7,18,38.9,7,18,38.9,0,0,0.0,8,14,57.1
Alexander Burgess,Male,101,1642,514,119,40,159,220,86,7,19,194,197,218,163,483,33.7,130,348,37.4,33,135,24.4,155,229,67.7
Alexander Caiafa,Male,17,288,66,27,9,36,28,7,0,1,21,24,36,21,63,33.3,18,45,40.0,3,18,16.7,21,31,67.7
Alexander Cameron,Male,16,268,61,46,26,72,15,7,9,5,44,35,27,21,64,32.8,21,59,35.6,0,5,0.0,19,42,45.2
Alexander Cocco,Male,93,2824,1548,272,77,349,315,347,24,33,264,317,226,555,1287,43.1,377,803,46.9,178,484,36.8,234,352,66.5
Alexander Davie,Male,24,742,243,91,44,135,47,55,9,6,63,57,54,89,199,44.7,73,141,51.8,16,58,27.6,49,63,77.8
Alexander El Bazouni,Male,80,1681,533,339,291,630,38,40,28,33,206,153,81,226,603,37.5,225,579,38.9,1,24,4.2,80,181,44.2
Alexander Gynes,Male,93,3043,1667,554,229,783,259,86,45,64,205,388,263,609,1337,45.5,545,1114,48.9,64,223,28.7,255,428,59.6
Alexander Higgins-Titsha,Male,11,326,214,66,19,85,21,20,21,2,32,32,45,81,146,55.5,63,107,58.9,18,39,46.2,34,46,73.9
Alexander Hiller,Male,70,1163,267,116,82,198,115,73,12,11,96,110,95,109,278,39.2,103,255,40.4,6,23,26.1,43,115,37.4
Alexander Kanellis,Male,24,470,115,54,26,80,59,20,2,5,41,62,37,41,108,38.0,32,79,40.5,9,29,31.0,24,41,58.5
Alexander Mcleod,Male,65,1008,330,178,122,300,49,29,80,24,131,95,85,121,295,41.0,121,291,41.6,0,4,0.0,61,119,51.3
Alexander Michailidis,Male,4,8,0,0,0,0,0,0,0,0,4,0,2,0,2,0.0,0,0,0.0,0,2,0.0,0,0,0.0
Alexander Naoumidis,Male,6,170,89,22,9,31,6,2,3,7,14,30,33,37,89,41.6,34,73,46.6,3,16,18.8,12,26,46.2
Alexander Ross,Male,12,208,41,25,16,41,9,10,2,0,20,0,18,13,31,41.9,13,31,41.9,0,0,0.0,15,24,62.5
Alexander Rosser,Male,14,125,30,21,8,29,2,0,0,0,11,4,4,5,14,35.7,4,12,33.3,1,2,50.0,9,14,64.3
Alexander Sciortino,Male,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Alexander Skoro,Male,16,24,7,0,1,1,1,1,0,0,1,0,1,3,7,42.9,2,6,33.3,1,1,100.0,0,1,0.0
Alexander Starling,Male,23,821,507,221,70,291,56,71,32,8,58,114,69,187,437,42.8,157,309,50.8,30,128,23.4,103,155,66.5
Alexander Taylor,Male,6,36,10,3,6,9,4,3,0,1,3,2,8,3,9,33.3,3,7,42.9,0,2,0.0,4,4,100.0
Alexander Wykes,Male,21,586,97,70,51,121,17,14,39,10,68,18,41,39,115,33.9,34,92,37.0,5,23,21.7,14,30,46.7
Alexandra Brack,Female,16,215,77,24,30,54,3,3,10,3,38,9,18,37,89,41.6,37,88,42.0,0,1,0.0,3,5,60.0
Alexandra Carrocci,Female,115,2883,638,383,152,535,308,196,48,22,262,184,379,236,902,26.2,157,553,28.4,79,349,22.6,87,186,46.8
Alexandra Cowin,Female,4,39,8,4,2,6,0,2,0,0,1,0,4,1,5,20.0,1,5,20.0,0,0,0.0,6,7,85.7
Alexandra Dennis,Female,27,476,140,53,40,93,29,26,3,8,54,59,46,43,159,27.0,38,123,30.9,5,36,13.9,49,79,62.0
Alexandra Doddridge,Female,113,2444,591,277,120,397,119,148,32,26,293,179,183,210,712,29.5,173,542,31.9,37,170,21.8,124,173,71.7
Alexandra Drake,Female,30,631,176,155,66,221,41,19,15,8,43,43,51,31,107,29.0,31,104,29.8,0,3,0.0,44,97,45.4
Alexandra Efstathiadis,Female,142,2588,465,363,139,502,135,114,46,20,296,63,213,205,800,25.6,167,618,27.0,38,182,20.9,17,48,35.4
Alexandra Evans,Female,21,317,81,32,12,44,16,4,0,8,34,58,68,27,106,25.5,23,83,27.7,4,23,17.4,23,74,31.1
Alexandra Fisher,Female,4,69,17,13,4,17,3,2,0,0,10,6,11,7,15,46.7,5,8,62.5,2,7,28.6,1,2,50.0
Alexandra Green,Female,8,216,86,32,7,39,16,11,0,1,14,10,21,35,88,39.8,22,46,47.8,13,42,31.0,3,9,33.3
Alexandra Hambly-Clark,Female,11,79,17,4,3,7,2,2,0,0,13,7,8,5,18,27.8,4,16,25.0,1,2,50.0,6,10,60.0
Alexandra Harland,Female,19,326,100,28,8,36,16,19,3,2,37,10,18,34,92,37.0,12,31,38.7,22,61,36.1,10,11,90.9
Alexandra Kasimis,Female,3,15,2,0,0,0,0,2,0,0,2,1,3,1,2,50.0,1,2,50.0,0,0,0.0,0,0,0.0
Alexandra Keates,Female,63,1404,485,243,167,410,21,58,29,29,200,190,136,167,499,33.5,165,484,34.1,2,15,13.3,149,241,61.8
Alexandra Keating,Female,8,169,46,23,7,30,5,13,1,6,7,17,23,14,59,23.7,10,42,23.8,4,17,23.5,14,20,70.0
Alexandra Mack,Female,1,5,0,0,1,1,0,0,0,0,0,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Alexandra Mason,Female,2,31,5,3,1,4,2,3,0,0,4,1,1,2,7,28.6,1,4,25.0,1,3,33.3,0,0,0.0
Alexandra Mckellar,Female,136,2546,979,391,216,607,127,135,53,28,230,158,224,361,1018,35.5,229,567,40.4,132,451,29.3,117,169,69.2
Alexandra Moss,Female,90,2015,646,301,220,521,85,99,5,15,206,112,127,271,752,36.0,247,664,37.2,24,88,27.3,80,121,66.1
Alexandra Northcott,Female,19,119,21,14,8,22,8,11,3,2,19,11,19,7,37,18.9,7,30,23.3,0,7,0.0,7,16,43.8
Alexandra Pineau,Female,12,99,23,7,4,11,0,1,2,0,10,4,6,10,37,27.0,9,30,30.0,1,7,14.3,2,4,50.0
Alexandra Sharp,Female,16,516,232,108,70,178,34,12,10,9,23,44,35,95,259,36.7,86,205,42.0,9,54,16.7,33,40,82.5
Alexandra Smead,Female,8,79,13,13,9,22,2,0,0,1,8,4,6,4,21,19.0,4,19,21.1,0,2,0.0,5,8,62.5
Alexandra Stewart,Female,41,620,165,91,92,183,32,25,18,16,95,48,66,68,215,31.6,67,200,33.5,1,15,6.7,28,65,43.1
Alexandra Taddeo,Female,7,117,10,11,6,17,5,7,0,1,11,6,22,5,25,20.0,5,25,20.0,0,0,0.0,0,3,0.0
Alexandra Templeton,Female,9,49,14,1,3,4,1,1,1,0,2,0,6,4,18,22.2,4,16,25.0,0,2,0.0,6,9,66.7
Alexandra Watkins,Female,22,221,22,60,15,75,18,10,9,11,29,6,19,8,32,25.0,6,24,25.0,2,8,25.0,4,6,66.7
Alexandrea Efstathidas,Female,3,6,0,0,0,0,0,0,0,0,0,0,1,0,3,0.0,0,2,0.0,0,1,0.0,0,0,0.0
Alexandros Stamatopoulos,Male,23,477,161,85,39,124,9,6,8,7,56,38,40,62,159,39.0,55,142,38.7,7,17,41.2,30,47,63.8
Alexia Voss,Female,24,62,12,5,2,7,4,0,0,2,4,0,2,6,27,22.2,6,25,24.0,0,2,0.0,0,0,0.0
Alexis Gassion,Female,24,865,480,266,94,360,94,70,10,5,41,102,43,194,431,45.0,185,372,49.7,9,59,15.3,83,108,76.9
Alexis Page,Female,74,587,116,96,60,156,17,21,12,12,133,39,61,43,183,23.5,43,181,23.8,0,2,0.0,30,48,62.5
Alexis Tavener,Female,15,340,43,53,10,63,6,10,19,0,37,13,71,17,74,23.0,14,46,30.4,3,28,10.7,6,13,46.2
Alexus Harrison,Female,21,488,196,100,52,152,42,64,15,2,61,48,34,79,193,40.9,69,146,47.3,10,47,21.3,28,40,70.0
Alexyz Vaioletama,Female,21,595,264,141,37,178,51,32,11,5,62,38,53,105,244,43.0,77,166,46.4,28,78,35.9,26,38,68.4
Aleyshia Parker,Female,52,1035,403,153,59,212,53,57,10,18,81,41,145,164,458,35.8,158,433,36.5,6,25,24.0,69,133,51.9
Alfredo Aguanta,Male,7,92,15,8,4,12,8,7,0,2,5,4,11,4,20,20.0,1,8,12.5,3,12,25.0,4,8,50.0
Alia Van Der Straaten,Female,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Aliah Paraha,Female,36,308,67,46,33,79,8,3,2,5,47,35,40,22,105,21.0,22,104,21.2,0,1,0.0,23,51,45.1
Alica Mihacic,Female,4,73,20,13,9,22,0,2,6,1,8,8,5,8,34,23.5,8,34,23.5,0,0,0.0,4,14,28.6
Alice Campbell,Female,39,453,117,29,39,68,17,27,4,0,48,0,42,48,143,33.6,45,132,34.1,3,11,27.3,18,38,47.4
Alice Hammond,Female,156,3445,977,553,312,865,155,175,63,15,340,111,281,373,1086,34.3,314,817,38.4,59,269,21.9,186,324,57.4
Alice Humble,Female,34,770,205,120,88,208,42,42,36,21,75,74,52,86,291,29.6,82,270,30.4,4,21,19.0,27,67,40.3
Alice Kovacek,Female,27,275,62,22,27,49,4,2,7,0,38,0,38,23,73,31.5,23,70,32.9,0,3,0.0,16,34,47.1
Alice Kunek,Female,21,637,415,130,37,167,30,24,10,13,66,102,82,149,344,43.3,118,236,50.0,31,108,28.7,86,103,83.5
Alice Mcnamara,Female,1,14,2,1,1,2,0,0,0,0,2,0,2,1,5,20.0,1,5,20.0,0,0,0.0,0,0,0.0
Alice Vernon,Female,4,18,4,6,1,7,1,1,0,0,5,2,4,2,6,33.3,2,6,33.3,0,0,0.0,0,2,0.0
Alice Yates,Female,43,1019,379,92,50,142,81,101,8,4,115,114,63,135,414,32.6,86,255,33.7,49,159,30.8,56,98,57.1
Alicia Filev,Female,33,720,134,93,36,129,17,36,47,0,107,0,60,58,164,35.4,56,158,35.4,2,6,33.3,20,37,54.1
Alicia Mewett,Female,2,26,1,1,1,2,0,0,0,2,3,4,4,0,8,0.0,0,6,0.0,0,2,0.0,1,2,50.0
Alicia Sciberras,Female,22,443,113,67,35,102,48,27,4,4,56,34,32,42,140,30.0,28,74,37.8,14,66,21.2,15,20,75.0
Alicia Stevenson,Female,34,572,64,41,12,53,49,20,2,3,40,16,62,31,161,19.3,30,154,19.5,1,7,14.3,1,4,25.0
Alira Mihocic,Female,101,1725,538,331,134,465,51,42,151,39,154,170,192,215,637,33.8,215,633,34.0,0,4,0.0,108,209,51.7
Alisha Knights,Female,4,80,41,5,6,11,6,4,1,0,9,11,17,16,39,41.0,11,26,42.3,5,13,38.5,4,10,40.0
Alisha Lewis,Female,52,916,193,82,59,141,31,27,6,18,118,70,81,67,271,24.7,50,206,24.3,17,65,26.2,42,69,60.9
Alisha Lourie,Female,15,78,18,5,9,14,2,2,1,0,15,0,13,9,30,30.0,9,27,33.3,0,3,0.0,0,0,0.0
Alisha Morgan,Female,13,72,11,6,4,10,0,4,0,2,10,1,5,4,25,16.0,3,16,18.8,1,9,11.1,2,2,100.0
Alisha O'Brien,Female,96,1517,323,103,98,201,141,98,13,0,147,7,144,123,462,26.6,67,234,28.6,56,228,24.6,53,97,54.6
Alisha Ryan,Female,5,55,14,4,3,7,2,2,1,0,2,0,4,1,7,14.3,0,0,0.0,1,7,14.3,3,6,50.0
Alisia Jenkins,Female,18,550,422,140,94,234,38,40,7,11,32,92,48,154,290,53.1,147,252,58.3,7,38,18.4,107,126,84.9
Alison Brown,Female,33,323,66,52,28,80,9,13,2,7,51,33,51,26,83,31.3,26,82,31.7,0,1,0.0,14,33,42.4
Alison Downie,Female,46,1469,508,206,88,294,93,77,42,0,51,0,110,187,543,34.4,133,377,35.3,54,166,32.5,80,114,70.2
Alison Drennan,Female,43,958,417,108,59,167,70,32,14,23,78,111,104,164,370,44.3,150,336,44.6,14,34,41.2,75,123,61.0
Alison Linnett,Female,49,482,39,44,22,66,7,6,4,0,59,0,59,17,68,25.0,17,64,26.6,0,4,0.0,3,11,27.3
Alison Morgan,Female,77,1682,562,320,239,559,64,58,87,0,157,0,190,200,514,38.9,200,513,39.0,0,1,0.0,162,278,58.3
Alison Nash-Gerlach,Female,24,848,367,139,103,242,30,18,12,31,59,91,55,133,320,41.6,126,300,42.0,7,20,35.0,94,120,78.3
Alison Page,Female,68,739,175,157,84,241,19,15,8,26,163,101,95,59,214,27.6,59,213,27.7,0,1,0.0,57,137,41.6
Alissa Pritchard,Female,21,388,124,52,21,73,16,13,0,11,12,50,39,39,153,25.5,30,114,26.3,9,39,23.1,37,60,61.7
Alistair Granger,Male,100,2285,989,237,108,345,157,62,8,32,185,159,199,347,886,39.2,179,406,44.1,168,480,35.0,127,174,73.0
Alistair Mumford,Male,15,76,44,10,3,13,8,7,1,0,13,0,4,17,38,44.7,12,30,40.0,5,8,62.5,11,14,78.6
Alistair Parker,Male,130,3068,1489,572,222,794,246,150,71,63,264,390,288,596,1353,44.1,563,1187,47.4,33,166,19.9,254,484,52.5
Alistair Wright,Male,22,239,70,51,26,77,10,2,4,6,47,18,20,29,85,34.1,24,70,34.3,5,15,33.3,7,14,50.0
Alister Macinnes,Male,2,37,8,3,0,3,1,0,1,0,1,1,3,3,10,30.0,3,10,30.0,0,0,0.0,2,2,100.0
Aliyah Paraha,Female,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Allan Stankovic,Male,2,33,12,11,3,14,1,0,0,0,9,0,9,5,13,38.5,5,13,38.5,0,0,0.0,2,4,50.0
Allanna Procak,Female,164,4357,1136,587,350,937,280,181,215,63,455,347,346,419,1388,30.2,381,1183,32.2,38,205,18.5,260,454,57.3
Allen Brunsting,Male,118,1850,609,246,205,451,70,68,6,31,210,114,153,257,666,38.6,225,547,41.1,32,119,26.9,63,118,53.4
Allen Mckee,Male,1,10,2,2,0,2,0,0,0,0,2,1,1,0,2,0.0,0,1,0.0,0,1,0.0,2,2,100.0
Allen Wesche,Male,7,261,105,72,37,109,16,3,1,0,20,0,39,44,94,46.8,44,85,51.8,0,9,0.0,17,32,53.1
Allen White,Male,18,568,410,84,28,112,37,75,19,8,69,114,72,139,328,42.4,119,247,48.2,20,81,24.7,112,151,74.2
Alli Gloyd,Female,23,840,485,241,95,336,49,44,23,22,60,122,81,196,423,46.3,196,419,46.8,0,4,0.0,93,135,68.9
Allie Mack,Female,13,95,9,6,4,10,3,1,1,2,2,10,7,1,13,7.7,1,10,10.0,0,3,0.0,7,14,50.0
Allie Turner,Female,13,45,7,1,3,4,2,0,0,1,5,2,4,3,12,25.0,3,11,27.3,0,1,0.0,1,4,25.0
Allison Bogle,Female,25,788,286,150,55,205,81,37,29,0,77,0,110,103,293,35.2,103,283,36.4,0,10,0.0,80,132,60.6
Allison Dunkley-Smith,Female,230,6109,2242,714,243,957,435,234,40,29,682,271,774,777,2480,31.3,509,1458,34.9,268,1022,26.2,610,940,64.9
Allison Maino,Female,67,860,276,83,74,157,55,65,3,28,83,123,111,86,300,28.7,65,213,30.5,21,87,24.1,71,143,49.7
Allison Marsh,Female,89,1796,567,358,220,578,50,57,33,42,190,201,179,208,554,37.5,208,548,38.0,0,6,0.0,151,236,64.0
Allison Mccoy,Female,70,896,159,174,80,254,40,43,32,3,109,9,93,61,239,25.5,55,210,26.2,6,29,20.7,31,96,32.3
Allison Mcmahon,Female,25,347,127,58,36,94,20,22,5,4,53,36,18,47,117,40.2,42,100,42.0,5,17,29.4,28,43,65.1
