Name,Club Name,Competition Name,Equivalent Competition,Level,Gender,Season,Factor,GP,MIN,PTS,DR,OR,REB,AST,STL,BLK,BLKON,FOUL,FOULON,TO,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%
Zachary Stevenson,Warrandyte,Youth League Two Men,Youth League 2 Men,Youth,Male,2015,1.0,20,29.0,19.1,3.9,3.3,7.2,2.1,1.6,0.5,0.4,3.3,5.3,2.5,6.8,14.7,46.3,5.2,10.4,50.0,1.7,4.2,40.5,3.9,5.6,69.6
Sam Burch,Warrnambool,SCM 2007,Championship Men,Senior,Male,2007,0.833333333333333,20,29.0,13.0,3.0,1.4,4.6,3.1,1.2,0.2,0.0,2.5,0.0,3.1,4.8,13.2,36.4,2.7,6.4,42.2,2.1,6.8,30.9,1.6,2.5,64.0
Zoe Jenkins,Knox,Victorian Youth Championship Women,Victorian Youth Championship Women,Youth,Female,2019,1.0,20,29.0,12.7,3.7,2.2,5.9,2.7,1.4,0.4,0.4,1.9,2.5,3.7,5.0,12.6,39.7,3.5,8.0,43.8,1.4,4.6,30.4,1.4,2.1,66.7
Jack Bines,Melbourne,Victorian Youth Championship Men,Victorian Youth Championship Men,Youth,Male,2017,1.0,20,29.0,11.2,6.9,2.3,9.1,5.0,1.3,0.7,0.4,3.5,3.5,4.6,3.8,10.1,37.6,2.9,6.0,48.3,1.0,4.1,24.4,2.3,4.8,47.9
Nathan Wapshott,Altona,Division 1 Men,Division 1 Men,Senior,Male,2012,1.0,20,29.0,9.7,2.5,0.5,3.0,3.9,1.0,0.6,0.3,2.4,3.4,3.9,3.3,10.6,31.1,2.6,7.9,32.9,0.6,2.7,22.2,2.5,4.0,62.5
Steve Wiasak,Geelong United,Division One Men,Division 1 Men,Senior,Male,2016,1.0,20,29.0,9.7,5.9,3.9,9.9,2.5,1.2,0.2,0.6,2.7,4.7,1.2,3.1,7.0,44.3,3.0,6.2,48.4,0.1,0.8,12.5,3.4,5.2,65.4
David Gelo,Craigieburn,VBL Premier Men,Division 1 Men,Senior,Male,2003,0.833333333333333,20,29.0,7.0,3.4,1.3,4.8,1.4,0.6,0.0,0.0,1.7,0.0,1.4,3.7,11.4,32.5,2.9,8.5,34.1,0.7,2.9,24.1,0.4,0.7,57.1
Eiko Anderson,Melbourne University,Division One Women,Division 1 Women,Senior,Female,2010,1.0,20,29.0,5.2,2.3,0.8,3.1,1.2,0.6,0.1,0.4,2.8,1.2,3.9,1.9,6.3,30.2,1.4,3.7,37.8,0.5,2.5,20.0,0.8,1.1,72.7
Sarah Stone,Camberwell,Division One Women,Division 1 Women,Senior,Female,2017,1.0,21,29.0,19.3,3.9,1.1,5.1,1.8,2.1,0.1,0.4,2.4,3.2,3.6,4.4,14.8,29.7,3.1,9.2,33.7,1.3,5.6,23.2,4.3,6.0,71.7
Fazlyn Hartley,Dandenong,Championship Women,Championship Women,Senior,Female,2008,1.0,21,29.0,7.7,3.6,1.9,5.5,2.0,1.1,1.0,0.4,2.2,1.7,2.1,2.9,9.0,32.2,1.6,4.2,38.1,1.3,4.8,27.1,0.6,1.8,33.3
Rebecca Guglielmino,Hume City,State Championship Women,Championship Women,Senior,Female,2011,1.0,21,29.0,10.2,4.0,1.4,5.5,1.3,1.3,0.3,0.5,3.6,2.1,3.8,3.8,11.1,34.2,2.9,7.0,41.4,0.9,4.0,22.5,1.7,2.3,73.9
Bethany Theodore,Bulleen,Victorian Youth Championship Women,Victorian Youth Championship Women,Youth,Female,2016,1.0,22,29.0,11.9,3.4,1.3,4.8,1.8,1.8,0.5,0.7,2.3,5.2,3.4,3.8,11.2,33.9,2.7,8.0,33.8,1.1,3.1,35.5,3.1,4.6,67.4
Ben Lewis,Eltham,SCM 2004,Championship Men,Senior,Male,2004,0.833333333333333,22,29.0,11.9,4.9,2.0,6.8,1.3,1.1,1.2,0.0,2.5,0.0,1.8,5.6,13.0,43.1,5.0,11.5,43.5,0.5,1.6,31.2,1.3,1.9,68.4
Brenton Charles,Warrandyte,Division One Men,Division 1 Men,Senior,Male,2015,1.0,22,29.0,7.2,2.1,0.4,2.5,3.5,1.3,0.1,0.1,1.2,1.8,2.4,2.6,6.9,37.7,1.3,2.6,50.0,1.1,4.2,26.2,1.0,1.3,76.9
Lewis Varley,Geelong United,Division One Men,Division 1 Men,Senior,Male,2018,1.0,46,29.0,18.1,5.4,1.1,6.5,3.3,2.3,0.2,0.5,3.5,2.3,3.0,6.7,18.9,35.4,3.8,9.0,42.2,2.9,10.0,29.0,1.8,2.6,69.2
Justin Soleimani,Keilor,Youth League One Men,Youth League 1 Men,Youth,Male,2017,1.0,24,29.0,19.7,3.6,2.4,6.0,2.2,2.6,0.2,0.7,3.1,2.2,3.6,5.8,14.3,40.6,3.7,8.1,45.7,2.1,6.2,33.9,2.9,3.8,76.3
Benjamin Waldren,Hawthorn,State Championship Men,Championship Men,Senior,Male,2014,1.0,24,29.0,19.3,5.5,4.4,10.0,2.4,1.3,0.2,0.9,2.3,5.0,1.6,7.8,15.5,50.3,7.4,14.7,50.3,0.3,0.8,37.5,3.5,6.1,57.4
Mweemba Maluma,Coburg,Division One Men,Division 1 Men,Senior,Male,2019,1.0,24,29.0,9.1,3.9,1.9,5.7,3.7,1.9,0.2,0.6,3.4,2.7,2.6,3.3,8.5,38.8,2.8,6.4,43.7,0.5,2.1,23.8,2.1,2.9,72.4
Keli Romas,Ringwood,Victorian Youth Championship Women,Victorian Youth Championship Women,Youth,Female,2016,1.0,24,29.0,7.4,3.3,1.2,4.6,1.6,1.6,0.6,0.4,2.3,2.3,2.5,2.3,7.6,30.3,1.7,5.0,34.0,0.6,2.7,22.2,2.1,2.8,75.0
Eleanor Brentnall,Nunawading,VBL Premier Women,Division 1 Women,Senior,Female,2004,1.0,26,29.0,17.2,6.5,3.8,10.3,0.6,0.4,0.8,0.0,2.8,0.0,1.7,6.8,14.3,47.6,6.8,14.3,47.6,0.0,0.1,0.0,3.5,5.3,66.0
Elyse Penaluna,Hume City,Championship Women,Championship Women,Senior,Female,2008,1.0,26,29.0,14.9,6.2,2.4,8.6,1.2,1.3,2.5,0.5,2.6,2.8,2.8,6.3,12.4,50.8,6.3,12.1,52.1,0.0,0.3,0.0,2.2,3.1,71.0
Charlotte Vincent-Lord,Wyndham,Youth League Two Women,Youth League 2 Women,Youth,Female,2018,1.0,2,29.0,27.9,3.1,7.8,10.9,1.6,3.1,0.0,0.0,1.6,8.8,3.6,10.9,20.2,54.0,10.9,20.2,54.0,0.0,0.0,0.0,6.2,11.4,54.4
Bj Symons,Keilor,Youth League One Men,Youth League 1 Men,Youth,Male,2017,1.0,13,29.0,23.1,7.7,4.4,12.1,0.8,0.9,1.1,0.4,2.1,3.1,2.5,6.7,11.4,58.8,6.4,10.3,62.1,0.2,1.0,20.0,2.8,4.2,66.7
Sean Massey,Ballarat,Youth League One Men,Youth League 1 Men,Youth,Male,2015,1.0,1,29.0,22.8,8.3,1.0,9.3,2.1,1.0,0.0,0.0,2.1,3.1,3.1,8.3,18.6,44.6,7.2,13.4,53.7,1.0,5.2,19.2,5.2,6.2,83.9
Karen Courtney Duever,Sunbury,Division One Women,Division 1 Women,Senior,Female,2016,1.0,19,29.0,21.0,9.0,3.3,12.3,3.6,4.3,1.7,0.4,2.4,4.6,3.5,8.5,14.4,59.0,7.7,12.2,63.1,0.8,2.2,36.4,3.3,4.6,71.7
Brigitte Ardossi,Wyndham,Division One Women,Division 1 Women,Senior,Female,2005,1.0,18,29.0,20.8,7.9,4.4,12.3,1.3,2.3,0.9,0.0,2.9,0.0,3.8,7.4,14.3,51.7,7.4,14.2,52.1,0.0,0.1,0.0,5.8,9.4,61.7
Timothy Liesting,Waverley,Victorian Youth Championship Men,Victorian Youth Championship Men,Youth,Male,2017,1.0,1,29.0,20.7,5.2,1.0,6.2,4.1,1.0,1.0,1.0,5.2,4.1,3.1,7.2,18.6,38.7,5.2,11.4,45.6,2.1,7.2,29.2,4.1,6.2,66.1
Karen Duever,Sunbury,Championship Women,Championship Women,Senior,Female,2019,1.0,18,29.0,20.1,7.4,1.7,9.1,2.5,1.9,0.4,0.5,1.9,2.5,3.7,8.0,14.2,56.3,6.0,10.0,60.0,2.0,4.1,48.8,2.2,2.7,81.5
Bree James,Hume City,VBL Premier - Women,Division 1 Women,Senior,Female,2003,1.0,1,29.0,19.7,7.2,7.2,14.5,1.0,1.0,3.1,0.0,3.1,0.0,3.1,6.2,14.5,42.8,6.2,14.5,42.8,0.0,0.0,0.0,7.2,7.2,100.0
Sarah Millar,Sherbrooke,State Championship Women,Championship Women,Senior,Female,2012,1.0,1,29.0,18.6,2.1,2.1,4.1,0.0,1.0,0.0,0.0,3.1,2.1,4.1,8.3,12.4,66.9,6.2,7.2,86.1,2.1,5.2,40.4,0.0,0.0,0.0
Brent Radoslovic,Keilor,Division 2 Men,Division 2 Men,Senior,Male,2012,1.0,20,29.0,17.4,3.1,1.0,4.1,2.3,0.8,0.0,0.6,1.8,2.5,2.3,6.1,15.7,38.9,3.7,8.5,43.5,2.3,7.2,31.9,2.9,4.1,70.7
Zac Triplett,Keilor,Victorian Youth Championship Men,Victorian Youth Championship Men,Youth,Male,2019,1.0,16,29.0,17.4,3.5,0.9,4.4,2.2,1.2,0.1,0.4,2.0,4.0,1.4,5.5,13.4,41.0,2.7,6.2,43.5,2.9,7.2,40.3,3.5,4.3,81.4
Simon Grant,Knox,Victorian Youth Championship Men,Victorian Youth Championship Men,Youth,Male,2014,1.0,3,29.0,17.3,10.7,4.4,15.2,1.8,3.4,2.1,1.3,2.1,6.9,1.3,6.2,16.2,38.3,5.9,13.8,42.8,0.3,2.4,12.5,4.4,6.5,67.7
Reagan Ibbotson,Camberwell,Youth League One Men,Youth League 1 Men,Youth,Male,2014,1.0,19,29.0,16.0,4.2,2.7,6.9,1.6,1.2,0.4,0.2,1.9,3.9,2.8,6.4,13.2,48.5,6.3,12.7,49.6,0.1,0.5,20.0,3.1,5.3,58.5
Luke Solomon,Knox,VBL Men Premier (Reserve),Victorian Youth Championship Men,Youth,Male,2004,0.833333333333333,11,29.0,15.9,3.3,1.1,4.4,0.6,0.6,0.3,0.0,1.9,0.0,2.4,8.5,20.8,40.9,6.1,14.8,41.2,2.4,6.0,40.0,1.3,1.8,72.2
Amy Mitchener,Diamond Valley,Youth League Women,Victorian Youth Championship Women,Youth,Female,2010,1.0,23,29.0,15.5,3.2,1.8,5.1,2.0,1.1,0.2,0.2,1.3,1.0,3.0,6.2,18.1,34.3,3.9,10.6,36.8,2.3,7.6,30.3,0.8,1.4,57.1
Billy Feben,Sunbury,Youth League One Men,Youth League 1 Men,Youth,Male,2015,1.0,20,29.0,15.3,2.4,0.6,3.0,2.4,1.6,0.1,0.8,1.2,2.5,2.5,5.4,14.0,38.6,3.1,8.0,38.8,2.3,6.0,38.3,2.3,2.6,88.5
Carly Turner,Diamond Valley,State Championship Women,Championship Women,Senior,Female,2014,1.0,17,29.0,15.0,6.3,1.4,7.8,1.9,1.2,1.4,0.5,2.0,2.7,2.3,6.3,16.9,37.3,5.1,12.6,40.5,1.1,4.2,26.2,1.3,2.2,59.1
Benjamin James,Southern Peninsula,Division Two Men,Division 2 Men,Senior,Male,2018,1.0,42,29.0,14.7,3.2,1.2,4.4,2.5,0.8,0.1,0.7,1.7,2.9,1.8,5.1,13.4,38.1,2.4,6.4,37.5,2.7,7.0,38.6,2.0,3.1,64.5
Gemma Simon,Southern Peninsula,Youth League Two Women,Youth League 2 Women,Youth,Female,2018,1.0,5,29.0,14.7,2.1,0.6,2.7,1.0,2.5,0.4,0.0,3.1,2.3,1.9,5.2,15.1,34.4,1.9,3.1,61.3,3.3,12.0,27.5,1.0,1.0,100.0
Matthew French,Dandenong,YL1M 2007,Victorian Youth Championship Men,Youth,Male,2007,0.833333333333333,1,29.0,14.5,9.3,4.1,13.4,2.1,0.0,1.0,0.0,5.2,0.0,2.1,5.2,13.4,38.8,5.2,11.4,45.6,0.0,2.1,0.0,4.1,5.2,78.8
Taylor Mathers,McKinnon,Championship Women,Championship Women,Senior,Female,2019,1.0,4,29.0,14.3,6.2,1.2,7.4,1.6,0.5,0.0,0.5,2.6,2.9,2.3,5.4,11.2,48.2,5.2,10.9,47.7,0.2,0.2,100.0,3.1,3.9,79.5
Jodie Datson,Eltham,Championship Women 2006,Championship Women,Senior,Female,2006,1.0,22,29.0,14.0,4.7,1.9,6.5,3.2,1.3,0.3,0.0,3.3,0.0,3.7,4.7,10.9,43.1,4.0,8.4,47.6,0.6,2.5,24.0,4.0,5.2,76.9
Simone Steele,Melbourne University,Division One Women,Division 1 Women,Senior,Female,2010,1.0,3,29.0,13.8,2.1,1.3,3.4,1.0,0.7,0.0,1.0,1.0,3.4,2.8,5.5,15.2,36.2,5.5,14.8,37.2,0.0,0.3,0.0,2.8,4.1,68.3
Mitchell Chasemore,Western Port,Youth League Two Men,Youth League 2 Men,Youth,Male,2015,1.0,21,29.0,13.4,2.8,1.9,4.7,1.6,2.2,0.6,0.3,2.9,3.2,2.9,4.7,13.9,33.8,2.8,7.4,37.8,1.9,6.3,30.2,2.2,3.9,56.4
Zachary Natoli,Hawthorn,Division One Men,Division 1 Men,Senior,Male,2011,1.0,15,29.0,13.3,3.8,1.4,5.3,3.8,0.7,0.1,0.3,2.0,2.4,2.0,4.7,11.7,40.2,2.4,5.5,43.6,2.3,6.1,37.7,1.9,2.5,76.0
Caitlin Ryan,Sandringham,Championship Women 2006,Championship Women,Senior,Female,2006,1.0,24,29.0,12.9,4.7,0.8,5.4,3.1,1.9,0.7,0.0,2.5,0.0,3.7,4.2,11.7,35.9,2.1,5.0,42.0,2.3,6.7,34.3,2.1,3.0,70.0
Cody Davison,Southern Peninsula,Youth League Two Men,Youth League 2 Men,Youth,Male,2014,1.0,18,29.0,12.7,2.2,0.8,3.0,1.8,1.3,0.0,0.4,2.5,4.2,3.4,4.2,13.1,32.1,3.5,9.6,36.5,0.7,3.5,20.0,3.7,5.1,72.5
Sonia Krolke,Traralgon,VBL Premier - Women,Division 1 Women,Senior,Female,2003,1.0,22,29.0,12.5,5.2,4.1,9.3,0.6,1.1,0.7,0.0,2.6,0.0,2.8,5.2,11.2,46.4,5.2,11.1,46.8,0.0,0.1,0.0,2.2,3.4,64.7
Andrew Forbes,Coburg,Division One Men,Division 1 Men,Senior,Male,2009,0.833333333333333,1,29.0,12.4,7.2,5.2,12.4,2.1,0.0,0.0,0.0,4.1,4.1,4.1,4.1,12.4,33.1,3.1,8.3,37.3,1.0,4.1,24.4,3.1,5.2,59.6
Phill Bloemen,Bulleen,YL1M 2008,Victorian Youth Championship Men,Youth,Male,2008,0.833333333333333,5,29.0,17.4,6.4,4.6,11.0,1.0,1.0,0.2,0.6,3.1,2.3,1.4,7.2,14.7,49.0,6.6,13.0,50.8,0.6,1.7,35.3,2.3,4.3,53.5
Heath Hay,Diamond Valley,YL1M 2008,Victorian Youth Championship Men,Youth,Male,2008,0.833333333333333,19,29.0,12.9,2.2,0.9,3.1,2.8,0.6,0.1,0.8,2.7,1.6,2.8,5.3,12.7,41.7,4.7,10.6,44.3,0.6,2.2,27.3,1.8,2.6,69.2
Rebecca Brown,Keilor,YL2M 2008,Youth League 1 Men,Youth,Male,2008,0.833333333333333,1,29.0,3.1,6.2,1.0,7.2,2.1,4.1,1.0,0.0,0.0,2.1,3.1,1.0,4.1,24.4,1.0,3.1,32.3,0.0,1.0,0.0,1.0,2.1,47.6
Nathan Solibakke,Warrnambool,SCM 2008,Championship Men,Senior,Male,2008,0.833333333333333,1,29.0,1.0,2.1,6.2,8.3,1.0,1.0,1.0,2.1,3.1,3.1,3.1,0.0,10.3,0.0,0.0,9.3,0.0,0.0,1.0,0.0,1.0,4.1,24.4
Lauren Dalling,Southern Peninsula,VBL Premier - Women,Division 1 Women,Senior,Female,2003,1.0,12,29.0,11.4,2.3,1.6,3.8,3.9,2.0,0.6,0.0,3.3,0.0,4.1,5.6,18.4,30.4,3.3,11.3,29.2,2.3,7.1,32.4,2.5,4.1,61.0
Dallas Brown,Mildura,Youth League Two Men,Youth League 2 Men,Youth,Male,2015,1.0,1,29.0,11.4,0.0,0.0,0.0,3.1,0.0,0.0,0.0,2.1,6.2,5.2,4.1,12.4,33.1,4.1,7.2,56.9,0.0,5.2,0.0,3.1,4.1,75.6
Maddison Taylor,Warrandyte,Youth League One Women,Youth League 1 Women,Youth,Female,2016,1.0,22,29.0,11.2,4.6,3.1,7.7,1.6,1.1,0.6,0.4,2.3,1.6,1.3,4.6,13.8,33.3,3.4,10.3,33.0,1.1,3.3,33.3,1.0,1.6,62.5
Sophie Byrnes,Hume City,Victorian Youth Championship Women,Victorian Youth Championship Women,Youth,Female,2018,1.0,7,29.0,11.1,2.8,2.7,5.5,2.5,2.4,0.3,0.3,2.8,1.8,2.8,3.7,9.0,41.1,3.1,6.6,47.0,0.6,2.4,25.0,2.2,3.0,73.3
Jon Moehring,Ringwood,SCM 2002,Championship Men,Senior,Male,2002,0.833333333333333,21,29.0,11.1,6.5,1.3,7.9,1.9,0.7,0.4,0.0,3.1,0.0,2.6,4.9,10.2,48.0,4.3,8.5,50.6,0.5,1.8,27.8,1.9,3.1,61.3
Tamica Roy,Shepparton,Division Two Women,Division 2 Women,Senior,Female,2014,1.0,16,29.0,10.3,5.1,2.0,7.1,1.7,1.3,0.6,0.2,1.7,2.2,4.6,4.4,11.3,38.9,4.3,10.2,42.2,0.1,0.9,11.1,1.2,2.3,52.2
Paul Sianidis,Hume City,Youth League 1 Men,Victorian Youth Championship Men,Youth,Male,2010,1.0,2,29.0,10.3,3.1,2.1,5.2,1.6,0.5,0.5,0.0,3.6,3.6,1.0,3.6,11.4,31.6,3.1,7.2,43.1,0.5,4.1,12.2,2.6,4.1,63.4
Leddy Katelyn,Melbourne University,Division Two Women,Division 2 Women,Senior,Female,2016,1.0,1,29.0,10.3,8.3,3.1,11.4,1.0,0.0,2.1,1.0,4.1,8.3,5.2,4.1,15.5,26.5,4.1,15.5,26.5,0.0,0.0,0.0,2.1,3.1,67.7
Trent Byron,Knox,VBL Premier - Men,Division 1 Men,Senior,Male,2002,0.833333333333333,16,29.0,10.3,6.0,2.5,8.5,0.9,0.2,1.1,0.0,3.8,0.0,3.5,4.3,8.9,48.3,4.2,8.8,47.7,0.1,0.1,100.0,1.8,3.9,46.2
Julie Dulevska,Keilor,State Youth Championship 2 Women,Youth League 1 Women,Youth,Female,2012,1.0,18,29.0,10.2,3.9,2.0,5.9,1.6,0.7,0.6,0.7,2.5,2.5,3.8,4.2,13.2,31.8,4.0,12.4,32.3,0.2,0.8,25.0,1.8,2.6,69.2
Andrea Godden,Coburg,Championship Women 2006,Championship Women,Senior,Female,2006,1.0,21,29.0,10.2,4.8,1.4,6.2,2.1,1.7,1.7,0.0,3.3,0.0,5.6,4.4,13.0,33.8,4.2,12.3,34.1,0.1,0.8,12.5,1.2,2.3,52.2
Piper Goldie,Ringwood,Victorian Youth Championship Women,Victorian Youth Championship Women,Youth,Female,2017,1.0,15,29.0,10.1,2.8,0.4,3.2,3.4,1.2,0.1,0.3,1.6,3.2,3.4,3.0,8.6,34.9,2.9,7.9,36.7,0.1,0.7,14.3,3.0,3.9,76.9
Tori Chandler,Ballarat,Victorian Youth Championship Women,Victorian Youth Championship Women,Youth,Female,2018,1.0,7,29.0,10.0,3.0,1.8,4.8,3.2,3.0,0.3,0.4,2.5,3.5,3.4,3.8,11.5,33.0,3.2,8.0,40.0,0.6,3.5,17.1,1.8,3.5,51.4
Christopher Petroro,Whittlesea,State Youth Championship Two Men,Youth League 1 Men,Youth,Male,2011,1.0,22,29.0,10.0,3.3,2.1,5.4,3.2,4.7,0.6,0.1,3.2,3.1,3.0,3.4,11.5,29.6,1.8,4.9,36.7,1.7,6.7,25.4,1.4,2.6,53.8
Kayla Theodore,Wallan,Division Two Women,Division 2 Women,Senior,Female,2019,1.0,3,29.0,10.0,5.2,2.4,7.6,0.7,4.9,0.0,0.3,3.4,3.1,1.0,2.8,9.6,29.2,1.3,4.9,26.5,1.3,4.9,26.5,3.1,4.9,63.3
Samuel Ayre,McKinnon,Youth League 2 Men,Youth League 1 Men,Youth,Male,2010,1.0,21,29.0,9.5,4.6,1.8,6.3,3.4,2.6,0.1,0.3,2.9,4.7,3.4,2.9,10.2,28.4,2.2,6.6,33.3,0.6,3.6,16.7,3.2,5.4,59.3
Taylor Lee,Knox,Victorian Youth Championship Women,Victorian Youth Championship Women,Youth,Female,2014,1.0,21,29.0,9.3,3.1,1.4,4.6,2.6,1.0,0.1,0.3,2.0,3.5,1.7,3.2,8.1,39.5,2.9,6.6,43.9,0.3,1.4,21.4,2.5,3.3,75.8
Michael Mccallum,Melton,Division One Men,Division 1 Men,Senior,Male,2016,1.0,1,29.0,9.3,3.1,1.0,4.1,0.0,0.0,0.0,0.0,4.1,2.1,1.0,3.1,4.1,75.6,3.1,3.1,100.0,0.0,1.0,0.0,3.1,4.1,75.6
Aaron Lorych,Bulleen,SCM 2004,Championship Men,Senior,Male,2004,0.833333333333333,22,29.0,9.3,3.6,3.2,6.9,0.3,0.3,0.6,0.0,3.5,0.0,2.0,3.8,7.2,52.8,3.8,7.1,53.5,0.0,0.0,0.0,1.7,3.0,56.7
Liam Watt,Craigieburn,Division One Men,Division 1 Men,Senior,Male,2014,1.0,13,29.0,8.9,3.1,1.0,4.1,2.4,0.8,0.0,0.2,2.3,3.3,2.7,3.2,9.8,32.7,2.1,6.0,35.0,1.1,3.9,28.2,1.4,3.7,37.8
Carla Mathieson,Sandringham,Championship Women 2006,Championship Women,Senior,Female,2006,1.0,27,29.0,8.9,2.4,0.6,3.1,2.1,1.0,0.3,0.0,2.0,0.0,2.7,2.9,8.6,33.7,1.3,3.7,35.1,1.7,5.0,34.0,1.4,2.0,70.0
Adoniah Lewis,Wyndham,Division One Women,Division 1 Women,Senior,Female,2016,1.0,20,29.0,8.3,1.4,0.7,2.3,2.9,1.1,0.0,0.4,2.3,3.1,4.6,2.7,8.6,31.4,1.9,5.7,33.3,0.8,2.9,27.6,2.2,3.5,62.9
Broady Mills,Wangaratta North East,Division Two Men,Division 2 Men,Senior,Male,2016,1.0,1,29.0,8.3,3.1,2.1,5.2,2.1,0.0,1.0,0.0,2.1,0.0,1.0,4.1,7.2,56.9,4.1,7.2,56.9,0.0,0.0,0.0,0.0,0.0,0.0
Suzanne Ashford,Hume City,State Youth Championship Women,Victorian Youth Championship Women,Youth,Female,2011,1.0,4,29.0,8.3,1.6,1.0,2.6,1.2,0.5,0.0,1.0,3.1,1.2,6.2,2.9,12.2,23.8,2.3,8.8,26.1,0.5,3.3,15.2,2.1,2.6,80.8
Peter Sheridan,Coburg,VBL Premier Men,Division 1 Men,Senior,Male,2003,0.833333333333333,5,29.0,7.9,6.6,2.1,8.7,4.6,1.4,1.4,0.0,3.9,0.0,3.9,3.7,7.0,52.9,2.9,5.8,50.0,0.8,1.2,66.7,1.2,1.7,70.6
Michael Hatherley,Waverley,Victorian Youth Championship Men,Victorian Youth Championship Men,Youth,Male,2014,1.0,16,29.0,7.9,2.8,0.6,3.4,3.1,1.0,0.1,0.4,3.5,3.2,3.1,2.7,7.4,36.5,2.1,5.4,38.9,0.6,2.0,30.0,1.8,3.4,52.9
Sally Cameron,Altona,State Youth Championship Women,Victorian Youth Championship Women,Youth,Female,2011,1.0,20,29.0,7.4,4.0,2.3,6.3,1.6,1.9,0.4,0.5,3.1,2.5,3.1,2.9,9.3,31.2,2.5,7.4,33.8,0.3,1.8,16.7,1.4,2.7,51.9
Michelle Reid,Keilor,Division Two Women,Division 2 Women,Senior,Female,2009,1.0,14,29.0,7.3,6.6,2.1,8.7,0.9,0.9,0.6,0.2,2.5,1.2,2.7,2.8,10.1,27.7,2.2,7.7,28.6,0.6,2.5,24.0,1.1,1.4,78.6
Tranter Verey,Hawthorn,VBL Division One Men (Reserve),Youth League 1 Men,Youth,Male,2004,0.833333333333333,13,29.0,7.2,3.5,1.6,5.1,2.4,1.8,0.1,0.0,2.2,0.0,2.3,2.9,8.6,33.7,2.7,7.0,38.6,0.2,1.6,12.5,1.6,2.7,59.3
Juliette Roysmith,Southern Peninsula,Youth League Two Women,Youth League 2 Women,Youth,Female,2018,1.0,14,29.0,7.2,6.2,3.2,9.4,2.0,2.2,0.8,0.1,3.1,4.0,3.3,2.7,4.9,55.1,2.6,4.0,65.0,0.1,0.8,12.5,1.9,3.2,59.4
Melissa Newton,Coburg,Championship Women 2006,Championship Women,Senior,Female,2006,1.0,18,29.0,7.1,2.0,0.8,2.8,1.2,0.9,0.0,0.0,2.4,0.0,5.5,2.4,8.1,29.6,1.4,4.9,28.6,0.9,3.2,28.1,1.3,2.0,65.0
Caitlin Holzheimer,Blackburn,Youth League Two Women,Youth League 2 Women,Youth,Female,2017,1.0,12,29.0,7.0,7.1,3.9,11.2,2.0,2.3,0.3,1.2,3.2,5.0,3.5,2.4,9.2,26.1,2.4,9.1,26.4,0.0,0.2,0.0,2.2,5.0,44.0
Natalie Lennox,Geelong United,Championship Women 2003,Championship Women,Senior,Female,2003,1.0,20,29.0,6.4,2.5,1.0,3.5,2.3,0.8,0.2,0.0,2.7,0.0,2.9,3.3,12.0,27.5,2.3,8.5,27.1,0.9,3.5,25.7,0.8,1.4,57.1
Prue Kenny,Melbourne,Championship Women,Championship Women,Senior,Female,2010,1.0,1,29.0,6.2,1.0,2.1,3.1,2.1,1.0,0.0,0.0,3.1,1.0,5.2,2.1,14.5,14.5,2.1,9.3,22.6,0.0,5.2,0.0,2.1,2.1,100.0
Carly Pulling,Warrnambool,Division Two Women,Division 2 Women,Senior,Female,2017,1.0,20,29.0,5.4,5.4,1.3,6.6,3.8,1.7,0.1,0.0,2.3,1.2,3.1,0.8,4.6,17.4,0.2,1.3,15.4,0.6,3.1,19.4,1.7,3.2,53.1
Claire Edwards,Melbourne University,Division Two Women,Division 2 Women,Senior,Female,2013,1.0,18,29.0,5.4,3.4,0.8,4.2,1.8,0.8,0.1,0.4,2.4,2.4,2.8,1.6,8.3,19.3,0.6,4.1,14.6,0.9,4.1,22.0,1.3,2.0,65.0
Kate Hogan,Sandringham,Championship Women 2005,Championship Women,Senior,Female,2005,1.0,11,29.0,5.4,2.8,0.8,3.6,3.2,0.9,0.4,0.0,3.4,0.0,3.6,1.9,6.7,28.4,1.7,5.7,29.8,0.2,1.1,18.2,1.4,1.7,82.4
Dionne Fenton,Melton,Division Two Women,Division 2 Women,Senior,Female,2009,1.0,1,29.0,5.2,4.1,4.1,8.3,5.2,0.0,0.0,2.1,1.0,3.1,2.1,2.1,7.2,29.2,2.1,7.2,29.2,0.0,0.0,0.0,1.0,4.1,24.4
Sarah Wright,Hume City,State Youth Championship 1 Women,Victorian Youth Championship Women,Youth,Female,2012,1.0,1,29.0,5.2,1.0,1.0,2.1,3.1,1.0,1.0,0.0,2.1,2.1,2.1,2.1,10.3,20.4,1.0,7.2,13.9,1.0,3.1,32.3,0.0,0.0,0.0
Kieran Longmuir,Corio Bay,Youth League Two Men,Youth League 2 Men,Youth,Male,2014,1.0,1,29.0,5.2,2.1,0.0,2.1,1.0,0.0,1.0,0.0,3.1,4.1,2.1,2.1,10.3,20.4,1.0,5.2,19.2,1.0,5.2,19.2,0.0,2.1,0.0
Patrick Goodier,Corio Bay,Youth League One Men,Youth League 1 Men,Youth,Male,2018,1.0,42,29.0,5.1,4.6,3.2,7.8,1.2,1.0,2.6,0.2,2.3,1.1,1.0,2.1,5.2,40.4,1.9,4.2,45.2,0.2,0.9,22.2,0.6,1.4,42.9
