Name,Club Name,Competition Name,Equivalent Competition,Level,Gender,Season,Factor,GP,MIN,PTS,DR,OR,REB,AST,STL,BLK,BLKON,FOUL,FOULON,TO,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%
Bryan Short,Hume City,VBL Division 1 - Men,Division 2 Men,Senior,Male,2002,0.833333333,29,44.24,14.66,3.25,1.55,4.79,3.32,1.5,0.23,0.0,1.26,0.0,2.24,6.27,16.93,0.37,4.63,12.35,0.375,1.63,4.58,0.356,3.76,5.07,0.742
Bobby Cunningham,Warrnambool,SCM 2003,Championship Men,Senior,Male,2003,0.833333333,22,44.23,15.42,8.42,2.31,10.73,5.58,2.81,0.34,0.0,2.71,0.0,3.51,7.46,18.65,0.4,5.37,12.55,0.428,2.1,6.1,0.344,2.59,3.43,0.755
Daryl Corletto,Ringwood,SCM 2003,Championship Men,Senior,Male,2003,0.833333333,23,44.22,22.71,2.92,1.74,4.66,2.06,1.59,0.33,0.0,1.77,0.0,1.68,9.67,19.11,0.506,8.17,14.78,0.553,1.51,4.34,0.348,4.86,5.52,0.88
Jonathon Lee,Bulleen,SCM 2004,Championship Men,Senior,Male,2004,0.833333333,22,44.18,12.78,2.5,0.86,3.36,3.09,1.48,0.1,0.0,2.04,0.0,2.78,5.37,14.97,0.359,4.79,12.34,0.388,0.58,2.62,0.221,2.62,4.01,0.653
Mick Hill,Sherbrooke,SCM 2005,Championship Men,Senior,Male,2005,0.833333333,23,44.17,23.57,4.96,1.42,6.38,4.55,1.51,0.2,0.0,2.33,0.0,3.55,8.83,17.72,0.498,7.08,12.88,0.55,1.75,4.84,0.362,4.16,5.32,0.782
Dean Rzechta,Maccabi,VBL Premier Men,Division 1 Men,Senior,Male,2003,0.833333333,19,44.16,21.63,5.43,2.64,8.08,1.5,1.82,0.07,0.0,2.54,0.0,2.68,8.65,21.92,0.395,7.44,17.45,0.426,1.22,4.47,0.273,5.54,7.04,0.787
Glen Barlow,Latrobe City,SCM 2009,Championship Men,Senior,Male,2009,0.833333333,20,44.1,11.05,6.84,3.71,10.54,2.55,0.78,0.51,0.68,2.72,2.18,1.7,4.42,8.88,0.498,4.39,8.81,0.498,0.03,0.07,0.429,2.18,3.44,0.634
James Denton (Sk),Sherbrooke,Division One Men,Division 1 Men,Senior,Male,2009,0.833333333,24,44.08,10.26,2.64,0.97,3.6,2.24,1.19,0.14,0.51,1.93,2.61,1.76,3.66,8.93,0.41,3.4,7.8,0.436,0.26,1.14,0.228,2.7,3.6,0.75
David Barlow,Melbourne,SCM 2008,Championship Men,Senior,Male,2008,0.833333333,3,44.0,21.82,6.82,2.27,9.09,5.23,0.22,0.46,0.46,1.82,3.87,3.63,7.28,15.22,0.478,5.45,9.77,0.558,1.82,5.45,0.334,5.45,6.82,0.799
Nathan Taylor,Ringwood,SCM 2005,Championship Men,Senior,Male,2005,0.833333333,12,44.0,11.3,4.72,1.53,6.25,1.31,0.34,0.46,0.0,2.05,0.0,1.99,4.09,8.86,0.462,3.01,5.51,0.546,1.08,3.35,0.322,2.05,2.84,0.722
