Name,Gender,GP,MIN,PTS,DR,OR,REB,AST,STL,BLK,BLKON,FOUL,FOULON,TO,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%
Alex Sawyer,Female,18,14.8,2.6,0.6,1.2,1.8,0.9,0.8,0.0,0.0,1.1,0.0,1.4,0.8,4.2,19.0,0.7,3.6,19.4,0.1,0.6,16.7,1.2,2.7,44.4
Alex Smith,Male,27,27.4,12.0,6.3,2.9,9.2,1.4,0.7,1.6,0.3,2.0,2.6,1.5,5.2,9.3,55.9,5.2,9.2,56.5,0.0,0.1,0.0,1.5,2.4,62.5
Alex Stamatapoulos,Male,10,2.0,0.6,0.0,0.2,0.2,0.1,0.0,0.0,0.1,0.2,0.2,0.3,0.2,0.4,50.0,0.2,0.4,50.0,0.0,0.0,0.0,0.2,0.2,100.0
Alex Strawhorn,Female,77,24.9,7.4,2.8,1.6,4.4,1.6,0.9,0.1,0.7,1.9,2.3,2.6,2.7,6.6,40.9,2.6,5.9,44.1,0.1,0.6,16.7,1.7,2.5,68.0
Alex Sukart,Male,5,30.0,9.0,3.4,2.4,5.8,2.4,0.6,0.0,1.0,3.0,2.8,3.8,3.2,11.8,27.1,2.2,6.6,33.3,1.0,5.2,19.2,1.6,2.4,66.7
Alex Thatcher,Male,58,9.1,2.4,1.1,0.6,1.8,0.3,0.4,0.1,0.3,1.7,0.7,0.7,0.8,2.4,33.3,0.7,1.9,36.8,0.1,0.4,25.0,0.6,1.0,60.0
Alex Tomic,Male,13,7.9,2.0,1.4,0.5,1.9,0.4,0.4,0.0,0.0,0.8,0.8,0.7,0.7,2.3,30.4,0.5,1.9,26.3,0.2,0.4,50.0,0.4,0.6,66.7
Alex Trezise,Female,38,7.9,1.2,0.9,0.3,1.3,0.7,0.2,0.1,0.1,0.8,0.4,0.7,0.4,1.5,26.7,0.4,1.3,30.8,0.1,0.2,50.0,0.3,0.4,75.0
Alex Tubbs,Female,24,6.7,1.2,1.1,0.7,1.8,0.2,0.2,0.1,0.0,1.0,0.0,0.8,0.6,1.4,42.9,0.6,1.4,42.9,0.0,0.0,0.0,0.0,0.2,0.0
Alex Vanrenen,Male,55,28.0,13.0,1.9,1.9,3.8,1.2,1.0,0.1,0.4,3.2,1.0,2.6,5.4,13.0,41.5,5.0,11.4,43.9,0.4,1.7,23.5,1.9,2.7,70.4
